,ID,Attrition_Flag,Customer_Age,Gender,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Contacts_Count_13_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Total,College,Doctorate,Graduate,High School,Post-Graduate,Post-NA,Uneducated,$120K +,$40K - $60K,$60K - $80K,$80K - $120K,Less than $40K,D,M,S,U,Purple,Rainbow,Red,A,B,C,D,E,F,b,c,n,v,x,z
108,780326883,1.0,59.5,0,50,2,4,9,6307.5,2310,1013.0,1106.5,0.749,1599,47,0.808,0.695,4297,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
109,711157833,1.0,64.0,1,42,3,3,8,38122.5,799,15250.0,8225.0,0.777,1989,33,0.571,0.05,5467,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
110,719704308,1.0,64.0,1,42,4,2,7,7002.5,1236,2365.0,1782.5,0.726,1802,34,0.478,0.343,4906,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
111,708772308,1.0,41.5,0,18,2,2,7,3767.5,1385,922.0,1061.0,1.515,2440,48,0.846,0.6,6820,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
112,817663908,1.0,70.0,1,54,3,3,8,7355.0,1175,2567.0,1883.5,0.514,1505,31,0.824,0.314,4015,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
113,780054258,1.0,40.0,0,20,3,3,8,5342.5,869,2068.0,1634.0,1.493,2171,45,0.875,0.296,6013,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
114,709990983,1.0,53.5,1,42,1,4,9,6022.5,2517,692.0,946.0,0.431,1292,37,0.762,0.784,3376,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
115,818045958,1.0,49.0,0,52,1,4,9,29385.0,2169,10385.0,5792.5,0.529,1422,30,0.579,0.173,3766,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
116,716380683,1.0,34.0,1,42,3,4,9,9755.0,0,4702.0,2951.0,0.578,1673,44,0.257,0.0,4519,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
117,787480158,1.0,65.5,1,60,2,4,9,12112.5,2324,3321.0,2260.5,0.655,2482,57,0.727,0.412,6946,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
118,778461408,1.0,37.0,0,16,3,4,9,33770.0,1889,12419.0,6809.5,1.053,1659,39,1.167,0.132,4477,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
119,713861733,1.0,55.0,0,42,1,3,8,10205.0,695,4187.0,2693.5,0.508,1544,44,0.517,0.142,4132,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
120,789291633,1.0,73.0,0,72,3,3,8,81512.5,0,33405.0,17302.5,0.535,1345,34,0.619,0.0,3535,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
121,789513858,1.0,44.5,0,40,1,2,7,4750.0,2220,480.0,840.0,1.595,2901,59,1.36,0.822,8203,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
122,778357458,1.0,46.0,1,18,1,4,9,5335.0,2381,553.0,876.5,0.762,3396,64,0.778,0.812,9688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
123,718325883,1.0,38.5,0,34,2,3,8,1870.0,0,1548.0,1374.0,0.828,2611,64,0.455,0.0,7333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
124,720344658,1.0,37.0,0,16,2,2,7,11812.5,2409,3116.0,2158.0,0.929,2305,33,0.941,0.436,6415,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
125,809292483,1.0,46.0,1,48,2,4,9,12375.0,1521,4229.0,2714.5,0.837,2155,61,0.605,0.265,5965,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
126,779791008,1.0,44.5,0,34,3,2,7,65892.5,1547,25610.0,13405.0,0.487,1535,38,0.267,0.057,4105,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
127,779557533,1.0,61.0,0,50,2,4,9,30075.0,0,12830.0,7015.0,0.774,2526,54,0.588,0.0,7078,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
128,795904233,1.0,37.0,1,34,1,3,8,11825.0,1999,3531.0,2365.5,1.018,1766,45,0.667,0.361,4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
129,710573808,1.0,62.5,0,42,2,3,8,4710.0,1474,1210.0,1205.0,1.042,2346,51,1.04,0.549,6538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
130,717418158,1.0,43.0,0,42,1,2,7,4092.5,1400,1037.0,1118.5,0.779,1651,32,1.0,0.574,4453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
131,771963708,1.0,64.0,0,60,2,4,9,7567.5,1397,2430.0,1815.0,0.88,2491,64,1.0,0.365,6973,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
132,712433508,1.0,68.5,1,70,2,2,7,84290.0,1658,32858.0,17029.0,1.095,2935,65,0.711,0.048,8305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
133,779320983,1.0,49.0,0,26,3,4,9,12850.0,1101,4839.0,3019.5,0.942,1872,34,1.125,0.185,5116,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
134,718093233,1.0,62.5,1,60,3,2,7,30905.0,0,13162.0,7181.0,0.512,1424,38,0.583,0.0,3772,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
135,719459358,1.0,58.0,0,52,2,4,9,2907.5,1357,606.0,903.0,0.689,1861,51,0.7,0.691,5083,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
136,717728808,1.0,38.5,1,22,3,3,8,44782.5,1022,17691.0,9445.5,0.682,1524,42,0.615,0.055,4072,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
137,788701608,1.0,43.0,1,22,1,4,9,5557.5,1435,1588.0,1394.0,0.62,1920,34,0.619,0.475,5260,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
138,778506633,1.0,44.5,1,16,1,2,7,13257.5,1798,4305.0,2752.5,0.705,1468,34,0.619,0.295,3904,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
139,719989008,1.0,50.5,1,42,3,3,8,24517.5,2517,8090.0,4645.0,1.197,1903,40,0.538,0.237,5209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
140,791839233,1.0,43.0,1,42,3,4,9,5292.5,2517,400.0,800.0,0.833,2471,60,0.875,0.863,6913,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
141,716918508,1.0,38.5,0,18,3,4,9,84290.0,1018,33498.0,17349.0,1.129,2350,55,0.774,0.029,6550,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
142,717321783,1.0,55.0,0,60,2,2,7,60992.5,2517,22680.0,11940.0,0.721,3002,58,0.812,0.1,8506,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
143,799000008,1.0,65.5,0,72,2,4,9,4857.5,1815,928.0,1064.0,0.567,1210,25,1.273,0.662,3130,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
144,721517208,1.0,41.5,0,30,2,4,9,8277.5,1233,2878.0,2039.0,0.478,1289,36,0.5,0.3,3367,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
145,719068683,1.0,58.0,1,42,3,2,7,7167.5,948,2719.0,1959.5,0.641,2781,59,0.844,0.259,7843,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
146,709120008,1.0,44.5,0,42,2,4,9,5945.0,1800,1378.0,1289.0,0.89,4605,86,0.623,0.566,13315,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
147,709117533,1.0,43.0,0,42,3,2,7,12185.0,0,5674.0,3437.0,0.906,1096,29,0.526,0.0,2788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
148,816594183,1.0,67.0,1,76,3,4,9,26610.0,1278,10166.0,5683.0,1.31,2493,44,0.913,0.112,6979,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
149,789485433,1.0,43.0,0,38,1,3,8,1595.75,0,1438.3,1319.15,0.742,2144,41,0.577,0.0,5932,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
150,712881483,1.0,62.5,0,60,3,4,9,13967.5,1597,4790.0,2995.0,0.689,1294,26,0.529,0.25,3382,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
151,712689333,1.0,37.0,0,26,3,3,8,12142.5,1792,3865.0,2532.5,0.904,1914,46,0.769,0.317,5242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
152,771492408,1.0,40.0,1,26,3,2,7,27567.5,0,11827.0,6513.5,0.921,1395,37,0.609,0.0,3685,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
153,711668283,1.0,52.0,0,44,3,3,8,4520.0,1589,1019.0,1109.5,0.982,2073,47,0.516,0.609,5719,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
154,772684833,1.0,28.0,1,14,5,4,9,6007.5,2076,1127.0,1163.5,0.543,1433,38,1.0,0.648,3799,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
155,712960308,1.0,29.5,1,42,1,3,8,84290.0,1540,32976.0,17088.0,1.038,2574,72,0.756,0.045,7222,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
156,713530833,1.0,67.0,0,66,3,3,8,4180.0,2457,15.0,607.5,0.693,1392,33,0.737,0.994,3676,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
157,756065433,1.0,19.0,0,8,3,3,8,3367.5,1173,974.0,1087.0,0.653,1352,37,0.37,0.546,3556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
158,710997183,1.0,49.0,0,42,1,3,8,6540.0,2044,1372.0,1286.0,0.994,1924,48,0.92,0.598,5272,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
159,711146358,1.0,38.5,1,28,2,4,9,18145.0,791,7267.0,4233.5,1.787,2742,42,2.0,0.098,7726,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
160,716144058,1.0,34.0,1,20,1,2,7,6525.0,2281,1129.0,1164.5,0.518,1296,31,0.348,0.669,3388,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
161,778699908,1.0,44.5,0,18,2,3,8,45610.0,0,19044.0,10122.0,0.721,1780,44,0.76,0.0,4840,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
162,713571258,1.0,47.5,0,22,2,4,9,2015.0,798,808.0,1004.0,0.59,2229,45,1.045,0.497,6187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
163,711676908,1.0,56.5,1,42,2,2,7,58840.0,856,23480.0,12340.0,0.459,1425,33,0.65,0.035,3775,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
164,719315508,1.0,73.0,1,42,2,3,8,10575.0,1327,3703.0,2451.5,0.803,2523,71,0.775,0.264,7069,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
165,778623858,1.0,67.0,0,46,3,2,7,59442.5,0,24577.0,12888.5,0.75,1897,39,0.393,0.0,5191,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
166,714665733,1.0,43.0,0,42,3,4,9,6792.5,1195,2322.0,1761.0,0.556,2255,48,0.5,0.34,6265,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
167,816089433,1.0,53.5,0,58,2,3,8,16500.0,636,6764.0,3982.0,0.972,1568,51,0.5,0.086,4204,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
168,716991933,1.0,59.5,1,40,2,4,9,5390.0,1391,1565.0,1382.5,0.698,2116,63,0.575,0.471,5848,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
169,714534108,1.0,47.5,1,42,1,4,9,6945.0,0,3578.0,2389.0,0.759,1015,36,0.44,0.0,2545,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
170,787456608,1.0,23.5,0,0,3,2,7,29945.0,507,12271.0,6735.5,0.967,1133,28,0.4,0.04,2899,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
171,717090183,1.0,70.0,0,70,3,4,9,2855.0,1536,406.0,803.0,0.615,1371,38,0.407,0.791,3613,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
172,772782708,1.0,55.0,0,50,1,3,8,72902.5,789,29172.0,15186.0,0.833,2337,69,0.605,0.026,6511,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
173,710722908,1.0,59.5,0,42,3,4,9,82477.5,0,33791.0,17495.5,0.712,1546,41,0.577,0.0,4138,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
174,795155433,1.0,47.5,0,46,0,2,7,42142.5,2018,15639.0,8419.5,0.55,1682,39,0.95,0.114,4546,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
175,715271733,1.0,55.0,1,44,3,2,7,5052.5,2415,406.0,803.0,0.441,1419,36,0.8,0.856,3757,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
176,771706308,1.0,49.0,0,38,3,4,9,1697.5,787,692.0,946.0,0.865,2139,70,0.556,0.532,5917,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
177,713989233,1.0,71.5,0,76,3,2,7,1595.75,0,1438.3,1319.15,1.623,2492,55,0.897,0.0,6976,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
178,780198258,1.0,49.0,0,42,1,4,9,15147.5,1766,5093.0,3146.5,1.186,3045,56,0.697,0.257,8635,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
179,802002858,1.0,73.0,1,82,2,3,8,6510.0,1568,1836.0,1518.0,1.055,2406,65,0.857,0.461,6718,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
180,716290233,1.0,44.5,1,36,1,3,8,3395.0,1695,463.0,831.5,0.766,1833,27,0.588,0.785,4999,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
181,828298908,1.0,61.0,0,70,2,1,6,2725.0,666,1224.0,1212.0,0.691,1483,36,0.5,0.352,3949,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
182,788946783,1.0,55.0,0,42,3,4,9,43965.0,890,17496.0,9348.0,0.361,1698,43,0.483,0.048,4594,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
183,720697908,1.0,32.5,0,12,5,4,9,7005.0,2013,1589.0,1394.5,0.839,1935,47,1.474,0.559,5305,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
184,780598383,1.0,32.5,0,16,1,3,8,7415.0,1049,2717.0,1958.5,0.666,1514,51,0.645,0.279,4042,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
185,715345833,1.0,34.0,1,42,2,4,9,12085.0,2057,3577.0,2388.5,1.399,2905,63,0.969,0.365,8215,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
186,710831133,1.0,43.0,0,42,2,4,9,5815.0,2517,609.0,904.5,1.235,1638,41,0.519,0.805,4414,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
187,766706358,1.0,38.5,1,34,1,2,7,5542.5,786,2231.0,1715.5,1.081,1640,37,0.762,0.261,4420,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
188,816533733,1.0,55.0,0,60,2,3,8,11695.0,1491,3987.0,2593.5,1.304,2456,55,0.571,0.272,6868,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
189,712373208,1.0,44.5,0,40,3,4,9,30615.0,1177,11869.0,6534.5,1.214,2601,52,0.733,0.09,7303,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
190,721433283,1.0,38.5,1,10,3,2,7,19717.5,1146,7541.0,4370.5,1.8,2279,33,1.357,0.132,6337,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
191,720680058,1.0,50.5,0,42,2,4,9,13435.0,1421,4753.0,2976.5,0.669,2043,52,0.793,0.23,5629,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
192,716909283,1.0,70.0,0,66,1,2,7,12137.5,0,5655.0,3427.5,0.842,2312,61,0.649,0.0,6436,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
193,754654383,1.0,25.0,0,16,2,3,8,11492.5,1784,3613.0,2406.5,0.904,2056,49,0.633,0.331,5668,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
194,719226333,1.0,46.0,0,18,1,2,7,69162.5,0,28465.0,14832.5,0.696,1693,37,1.056,0.0,4579,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
195,779759058,1.0,58.0,0,52,2,4,9,6610.0,2441,1003.0,1101.5,1.563,2668,51,0.545,0.709,7504,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
196,718206783,1.0,47.5,1,42,1,3,8,3260.0,1267,837.0,1018.5,0.677,1732,35,1.059,0.602,4696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
197,715783758,1.0,40.0,0,30,1,4,9,37025.0,2048,13562.0,7381.0,0.657,1916,58,0.526,0.131,5248,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
198,771190083,1.0,34.0,1,16,2,3,8,84290.0,1356,33160.0,17180.0,1.169,1531,48,0.655,0.039,4093,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
199,713135883,1.0,77.5,1,76,1,4,9,40280.0,1590,15322.0,8261.0,1.274,2413,41,0.708,0.094,6739,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
200,778799583,1.0,32.5,1,18,1,3,8,11655.0,1864,3598.0,2399.0,0.67,1523,35,0.667,0.341,4069,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
201,808796208,1.0,61.0,1,68,1,2,7,5170.0,1434,1434.0,1317.0,0.777,2909,64,0.488,0.5,8227,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
202,708313608,1.0,59.5,0,56,1,3,8,4712.5,1580,1105.0,1152.5,0.727,1642,36,0.636,0.588,4426,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
203,779330208,1.0,73.0,1,58,1,2,7,11095.0,1365,3873.0,2536.5,1.027,1834,43,1.263,0.261,5002,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
204,794498733,1.0,40.0,0,12,2,4,9,9402.5,2029,2532.0,1866.0,0.768,1874,38,0.52,0.445,5122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
205,807964908,1.0,41.5,0,42,2,3,8,30727.5,985,12106.0,6653.0,0.322,1452,37,0.276,0.075,3856,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
206,823845783,1.0,59.5,0,68,3,3,8,25065.0,1274,9552.0,5376.0,0.602,1355,34,0.619,0.118,3565,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
207,711748983,1.0,25.0,0,4,2,2,7,4500.0,1876,724.0,962.0,0.606,2625,45,0.364,0.722,7375,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
208,718064283,1.0,49.0,0,38,3,4,9,4402.5,0,2561.0,1880.5,1.021,2047,41,0.864,0.0,5641,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
209,710492733,1.0,23.5,0,8,2,2,7,15717.5,1060,6027.0,3613.5,0.709,1712,37,0.609,0.15,4636,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
210,779016408,1.0,35.5,1,24,3,2,7,84290.0,2517,31999.0,16599.5,0.975,1969,46,1.3,0.073,5407,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
211,717787533,1.0,56.5,1,50,2,4,9,23665.0,1390,8876.0,5038.0,0.593,1720,42,0.556,0.135,4660,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
212,714851058,1.0,26.5,0,12,3,3,8,1882.5,723,830.0,1015.0,0.666,1954,43,0.344,0.466,5362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
213,823535133,1.0,47.5,0,52,2,4,9,14830.0,0,6732.0,3966.0,0.856,1644,45,0.731,0.0,4432,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
214,708455883,1.0,65.5,0,42,1,2,7,28452.5,1702,10479.0,5839.5,0.834,1478,33,0.5,0.14,3934,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
215,780095808,1.0,44.5,0,30,1,2,7,15640.0,0,7056.0,4128.0,0.815,1739,35,0.842,0.0,4717,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
216,709207458,1.0,46.0,0,24,1,2,7,33912.5,0,14365.0,7782.5,0.61,2290,62,0.632,0.0,6370,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
217,763895958,1.0,59.5,0,62,2,4,9,26682.5,829,10644.0,5922.0,0.707,2147,41,0.519,0.072,5941,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
