ID,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Contacts_Count_13_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Total
717310458,0,32.5,F,D,Graduate,S,Less than $40K,Red,24,n,3,NA,9,5010,2090,714,957,1.248,2812,77,1.081,0.745,7936
789158433,0,53.5,F,C,High School,U,$40K - $60K,Red,46,b,4,NA,9,12502.5,1176,4625,2912.5,1.12,2987,52,0.857,0.203,8461
788761608,0,19,F,A,High School,S,Unknown,Red,-4,b,3,2,7,3677.5,1278,993,1096.5,0.375,1550,33,0.65,0.563,4150
709916058,0,67,M,B,Unknown,M,$60K - $80K,Red,42,n,3,3,8,5767.5,2354,753,976.5,1.248,2720,48,1.182,0.758,7660
789804933,0,23.5,F,C,Uneducated,S,Unknown,Red,6,b,1,2,7,3002.5,1217,784,992,0.775,3162,99,0.707,0.608,8986
780070833,0,67,F,C,Unknown,M,Less than $40K,Red,56,v,1,0,5,1595.75,0,1438.3,1319.15,0.865,2557,55,0.618,0,7171
772776033,0,29.5,M,C,College,S,$80K - $120K,Red,16,v,3,5,10,9162.5,703,3762,2481,1.026,4044,66,0.65,0.157,11632
719804208,0,34,M,C,Graduate,M,$40K - $60K,Red,26,n,2,3,8,6160,1348,1916,1558,0.756,1665,32,0.524,0.413,4495
715077483,0,50.5,F,D,Doctorate,M,Less than $40K,Red,42,v,3,2,7,65140,0,26856,14028,0.581,4222,75,0.471,0,12166
717000858,0,41.5,M,C,Graduate,M,Less than $40K,Red,28,n,3,3,8,84290,1435,33081,17140.5,1.13,4238,85,0.809,0.042,12214
792402483,0,49,M,E,Graduate,S,$60K - $80K,Red,50,v,6,3,8,52390,0,21756,11478,0.817,3063,71,0.511,0,8689
712973733,0,67,M,E,Graduate,M,$60K - $80K,Red,42,v,1,2,7,9815,1551,3175,2187.5,0.544,3658,70,0.628,0.328,10474
813213558,0,59.5,F,B,Doctorate,S,Less than $40K,Red,66,x,3,NA,9,84290,2517,31999,16599.5,0.465,1727,35,0.458,0.073,4681
718215033,0,61,F,D,Unknown,M,Less than $40K,Red,42,n,2,2,7,11990,0,5596,3398,0.833,3212,64,0.422,0,9136
717207408,0,38.5,F,B,Uneducated,D,Unknown,Red,38,b,2,3,8,36315,0,15326,8263,1.159,2990,55,0.964,0,8470
711426033,0,53.5,M,C,Graduate,M,$80K - $120K,Red,48,c,1,NA,9,26432.5,1319,10054,5627,0.693,1976,35,0.75,0.116,5428
719233833,0,32.5,F,D,High School,M,Less than $40K,Red,16,c,1,5,10,4610,1691,953,1076.5,0.755,3495,70,0.628,0.64,9985
716864733,0,50.5,M,D,College,M,$120K +,Purple,24,n,1,2,7,4682.5,2517,156,678,0.714,3052,63,0.75,0.942,8656
821168733,1,37,M,D,Graduate,M,$60K - $80K,Red,38,c,4,2,7,16692.5,1752,5725,3462.5,0.294,1543,34,0.172,0.234,4129
710135058,1,64,M,B,Graduate,M,$80K - $120K,Red,58,b,1,3,8,38567.5,917,15310,8255,0.479,4314,67,0.634,0.057,12442
720228708,1,64,M,C,High School,M,$120K +,Red,62,c,3,1,6,45775,2449,16661,8930.5,1,4478,76,0.727,0.128,12934
718618458,1,37,M,D,High School,S,$60K - $80K,Red,20,b,1,3,8,5482.5,1265,1728,1464,0.579,4089,72,0.674,0.423,11767
719470458,0,49,M,D,College,S,$80K - $120K,Red,48,c,2,NA,9,6225,2461,829,1014.5,0.797,3591,80,0.739,0.748,10273
719587158,1,35.5,M,B,High School,S,$40K - $60K,Red,20,v,3,NA,9,25940,2422,8754,4977,1.003,2682,64,0.641,0.217,7546
715499808,1,74.5,F,A,Unknown,M,Less than $40K,Red,42,v,1,2,7,51540,0,21416,11308,0.702,4221,75,0.923,0,12163
718589133,1,77.5,F,B,Graduate,S,Less than $40K,Red,82,c,2,5,10,4230,1668,824,1012,0.651,1606,32,0.882,0.669,4318
789235383,1,37,M,E,College,M,$80K - $120K,Red,24,c,3,5,10,33662.5,1878,12387,6793.5,0.847,3982,58,0.871,0.132,11446
773364483,1,47.5,F,E,Doctorate,U,Unknown,Purple,48,n,3,2,7,40462.5,968,16017,8608.5,0.455,2961,56,0.647,0.057,8383
713548158,1,19,M,A,College,S,$40K - $60K,Red,42,v,1,NA,9,16672.5,1899,5570,3385,0.999,3150,70,0.489,0.254,8950
720264783,1,67,F,C,Graduate,M,Less than $40K,Red,58,n,1,2,7,9480,2517,2075,1637.5,0.572,1470,33,0.737,0.548,3910
715319958,0,52,M,D,Uneducated,M,$120K +,Red,42,n,3,NA,9,8852.5,0,4341,2770.5,0.613,3825,63,0.537,0,10975
710528583,1,19,F,A,Unknown,S,$40K - $60K,Red,2,n,2,2,7,84290,0,34516,17858,0.742,4077,67,0.763,0,11731
809990883,1,52,F,D,Graduate,S,Less than $40K,Red,56,v,3,0,5,67275,0,27710,14455,0.777,4014,73,0.659,0,11542
772303458,1,73,F,A,Doctorate,M,$40K - $60K,Red,72,n,3,NA,9,4612.5,1499,1146,1173,0.67,4251,69,0.533,0.567,12253
711990933,1,40,F,C,Graduate,S,Less than $40K,Red,28,v,1,3,8,84290,774,33742,17471,0.989,3030,74,0.805,0.022,8590
819977058,1,49,M,C,High School,S,$40K - $60K,Red,52,v,2,NA,9,12247.5,1006,4693,2946.5,0.734,2835,57,0.9,0.177,8005
721467258,1,67,M,B,High School,M,$40K - $60K,Red,42,b,2,NA,9,38710,0,16284,8742,0.889,3018,75,0.5,0,8554
719976558,1,50.5,M,C,Graduate,U,$60K - $80K,Red,38,v,2,2,7,6065,2073,1153,1176.5,1.035,3250,70,0.591,0.643,9250
718824783,1,55,M,C,Unknown,D,$60K - $80K,Red,52,n,3,NA,9,5007.5,778,2025,1612.5,0.55,3142,64,0.561,0.278,8926
713303733,1,59.5,M,B,Graduate,M,$120K +,Red,52,n,2,5,10,84290,2010,32506,16853,0.594,2776,59,0.735,0.058,7828
711129483,1,47.5,M,D,Graduate,M,$60K - $80K,Red,42,b,5,NA,9,3480,1569,623,911.5,0.706,4010,79,0.717,0.716,11530
779618433,1,52,M,E,Uneducated,S,$40K - $60K,Red,46,c,2,2,7,18795,1945,6373,3786.5,1.487,3676,77,1.139,0.234,10528
797757333,1,44.5,M,D,Post-Graduate,M,$60K - $80K,Rainbow,44,v,2,3,8,13977.5,0,6391,3795.5,0.632,2323,44,0.419,0,6469
814497483,1,70,M,A,Uneducated,M,$60K - $80K,Red,80,b,2,NA,9,9840,945,3791,2495.5,0.835,3927,73,0.659,0.2,11281
709623483,1,64,M,C,High School,M,$120K +,Red,52,b,2,NA,9,22860,1606,8338,4769,0.62,3159,69,0.568,0.162,8977
709056558,1,44.5,F,D,College,M,$40K - $60K,Red,32,n,3,3,8,9792.5,0,4717,2958.5,0.563,2349,66,0.347,0,6547
708238833,1,65.5,F,D,High School,M,Less than $40K,Red,42,b,3,3,8,29945,1528,11250,6225,0.777,3337,69,0.769,0.12,9511
813261408,1,58,F,B,Uneducated,M,$40K - $60K,Red,64,b,2,3,8,40300,2157,14763,7981.5,0.629,3275,60,0.5,0.127,9325
720424608,1,64,F,B,Unknown,M,Unknown,Red,42,n,3,3,8,6100,2517,723,961.5,0.636,1904,41,0.519,0.777,5212
769756983,1,37,M,D,Graduate,M,$60K - $80K,Red,34,n,1,2,7,35467.5,1425,13562,7381,0.8,4470,83,0.844,0.095,12910
712674183,1,59.5,M,C,College,M,$40K - $60K,Red,36,v,3,3,8,6885,1563,1991,1595.5,0.893,3640,59,0.735,0.44,10420
708900408,1,58,F,B,Graduate,D,Unknown,Red,40,c,3,NA,9,21067.5,938,8289,4744.5,0.735,3948,74,0.721,0.102,11344
713625483,1,67,M,C,College,M,$80K - $120K,Red,58,c,3,2,7,16805,1057,6465,3832.5,1.197,2533,62,1.138,0.141,7099
716869458,1,31,F,D,College,S,Less than $40K,Red,42,b,2,2,7,2192.5,0,1677,1438.5,1.369,3059,50,0.613,0,8677
788723133,1,34,M,B,High School,S,$40K - $60K,Red,10,n,2,2,7,3797.5,1630,689,944.5,0.846,3739,68,0.659,0.703,10717
794462133,1,62.5,F,A,Graduate,S,$40K - $60K,Red,40,n,2,5,10,4805,1592,1130,1165,1.319,3205,49,0.633,0.585,9115
712604133,1,61,M,B,Uneducated,M,$80K - $120K,Red,56,c,3,2,7,3115,0,2046,1623,0.936,3446,71,0.578,0,9838
714397983,1,34,M,C,College,M,$40K - $60K,Red,42,b,2,NA,9,84290,0,34516,17858,1.06,2851,80,0.739,0,8053
788269158,1,32.5,F,C,Graduate,S,Unknown,Red,24,n,3,3,8,44327.5,1548,16983,9091.5,0.833,2484,52,0.857,0.084,6952
715898058,0,59.5,M,C,Graduate,M,$120K +,Red,42,b,3,NA,9,8280,0,4112,2656,0.777,2949,54,1.25,0,8347
711906033,0,52,F,D,Graduate,U,Less than $40K,Red,42,v,1,2,7,84290,0,34516,17858,0.991,4143,68,0.659,0,11929
711367308,0,35.5,M,D,Uneducated,S,$40K - $60K,Red,8,v,3,3,8,84290,1263,33253,17226.5,0.603,2759,65,0.806,0.037,7777
790186458,0,47.5,M,D,Uneducated,S,$80K - $120K,Red,48,c,3,NA,9,9707.5,2514,2169,1684.5,0.58,2010,45,0.731,0.537,5530
712040433,0,61,F,B,High School,M,Less than $40K,Red,56,v,1,2,7,1595.75,0,1438.3,1319.15,0.425,1406,27,0.5,0,3718
709616958,0,37,M,C,High School,S,$60K - $80K,Purple,30,v,3,2,7,8560,2417,1807,1503.5,0.522,1458,29,1.071,0.572,3874
714633858,0,32.5,F,C,College,M,Less than $40K,Red,6,c,1,NA,9,15832.5,0,7133,4166.5,0.612,2689,62,0.59,0,7567
794818833,0,34,F,B,Uneducated,S,Less than $40K,Red,30,n,1,0,5,23632.5,1857,8396,4798,1.193,3042,66,0.941,0.181,8626
711219333,0,29.5,M,B,Post-Graduate,M,$120K +,Red,-2,v,3,2,7,8525,0,4210,2705,1.224,4248,65,0.857,0,12244
713384508,0,22,M,B,High School,S,Less than $40K,Red,-2,b,3,2,7,29575,1822,10808,6004,0.947,4084,66,0.571,0.144,11752
772514808,0,34,F,C,Uneducated,S,$40K - $60K,Red,22,n,1,3,8,50710,2517,18567,9883.5,0.763,2309,71,0.543,0.119,6427
710808108,0,31,F,D,College,D,Less than $40K,Red,24,c,5,1,6,7097.5,2178,1461,1330.5,0.451,1865,42,0.5,0.599,5095
778973658,0,62.5,M,A,Doctorate,M,$60K - $80K,Red,42,v,3,5,10,77862.5,1591,30354,15777,0.711,3650,62,0.676,0.05,10450
712005108,0,71.5,F,A,Post-Graduate,M,Less than $40K,Red,66,c,6,3,8,12735,477,5417,3308.5,1.015,1616,32,0.455,0.081,4348
804577833,0,46,F,C,Graduate,M,Less than $40K,Red,48,v,2,2,7,3522.5,0,2209,1704.5,1.299,3292,52,0.857,0,9376
715028283,0,61,M,B,Graduate,M,$80K - $120K,Red,62,c,2,3,8,56617.5,1515,21932,11566,0.622,2834,77,0.638,0.065,8002
789786258,0,38.5,M,C,High School,M,$80K - $120K,Red,26,v,2,3,8,8450,688,3492,2346,0.747,3750,76,0.727,0.165,10750
715421058,0,56.5,M,B,Unknown,M,$60K - $80K,Red,42,c,3,2,7,10325,2227,2703,1951.5,0.801,4224,77,0.791,0.452,12172
797166633,0,50.5,M,C,Unknown,S,$80K - $120K,Red,52,n,3,NA,9,6542.5,1749,1668,1434,0.57,2068,34,0.619,0.512,5704
711041508,0,35.5,F,B,High School,M,$40K - $60K,Red,20,v,2,NA,9,9962.5,1965,2820,2010,0.8,3651,59,0.553,0.411,10453
712847208,0,50.5,F,D,Graduate,U,$40K - $60K,Red,42,b,2,2,7,29712.5,0,12685,6942.5,0.674,4454,74,0.574,0,12862
779174133,0,64,M,D,Uneducated,M,$120K +,Red,56,c,3,3,8,51435,0,21374,11287,0.631,4100,79,0.681,0,11800
715680933,1,59.5,M,B,Graduate,S,$80K - $120K,Red,42,v,3,2,7,2777.5,1217,694,947,0.363,1965,49,0.256,0.637,5395
770871708,1,73,M,A,Graduate,M,$40K - $60K,Red,66,n,3,2,7,19665,0,8666,4933,0.682,3593,71,0.578,0,10279
772643058,1,67,F,D,Graduate,M,Less than $40K,Red,66,v,1,0,5,4897.5,2501,258,729,0.505,1650,34,0.7,0.906,4450
718199133,1,65.5,M,B,High School,M,$80K - $120K,Red,42,b,3,NA,9,12960,0,5984,3592,0.551,1838,42,0.556,0,5014
721475133,1,61,F,B,Doctorate,S,Unknown,Red,42,n,3,3,8,55500,1097,21903,11551.5,1.095,3886,70,0.667,0.048,11158
766322883,1,29.5,F,D,College,S,$40K - $60K,Red,22,b,3,2,7,1595.75,0,1438.3,1319.15,0.579,2882,68,0.619,0,8146
771197433,1,61,F,B,Graduate,M,Less than $40K,Red,52,c,3,5,10,5440,1817,1159,1179.5,0.739,3332,60,0.667,0.611,9496
709516458,1,25,M,A,Graduate,D,$60K - $80K,Red,14,c,1,3,8,84290,0,34516,17858,0.852,1996,48,0.548,0,5488
716456808,0,34,F,C,High School,S,Less than $40K,Red,42,b,2,5,10,1595.75,0,1438.3,1319.15,0.425,1539,40,0.6,0,4117
716819958,0,70,M,C,Graduate,M,$60K - $80K,Red,70,c,1,NA,9,38247.5,0,16099,8649.5,0.562,3656,88,0.76,0,10468
779449308,0,49,F,E,High School,S,Less than $40K,Red,26,v,2,1,6,46987.5,1187,18408,9804,0.875,3811,62,0.824,0.061,10933
784891458,0,62.5,M,B,Graduate,M,$80K - $120K,Red,68,c,2,NA,9,30982.5,1749,11444,6322,0.671,4071,64,0.73,0.133,11713
790004883,1,62.5,M,B,High School,M,$80K - $120K,Red,64,c,1,3,8,18460,1508,6676,3938,0.789,4134,71,0.821,0.184,11902
770262183,0,26.5,M,A,Uneducated,S,Less than $40K,Red,20,c,6,5,10,4517.5,1966,641,920.5,0.65,1719,45,0.607,0.754,4657
715277583,0,62.5,F,D,Uneducated,D,Less than $40K,Red,42,v,2,3,8,12395,0,5758,3479,0.433,4422,76,0.407,0,12766
815510883,0,34,M,C,Post-Graduate,S,$40K - $60K,Red,32,v,2,5,10,62682.5,582,25291,13245.5,0.769,3920,84,0.647,0.022,11260
713997183,0,31,F,C,Unknown,S,Less than $40K,Red,42,n,1,1,6,4737.5,1657,1038,1119,0.813,4068,53,0.963,0.615,11704
715107033,0,29.5,F,B,Graduate,S,Less than $40K,Red,42,v,2,5,10,50150,1496,19364,10282,0.816,3435,56,0.697,0.072,9805
720706008,1,25,M,C,Post-Graduate,S,$40K - $60K,Red,2,n,3,3,8,2730,1049,843,1021.5,1.122,4558,60,1.609,0.554,13174
710108133,0,61,F,C,Graduate,M,$40K - $60K,Red,42,c,3,NA,9,67377.5,1018,26733,13966.5,0.426,1427,25,0.667,0.037,3781
718983333,0,59.5,M,C,Uneducated,M,$80K - $120K,Red,56,n,2,2,7,84290,657,33859,17529.5,0.723,3661,71,0.868,0.019,10483
714030183,0,68.5,M,A,Graduate,S,$80K - $120K,Purple,42,c,1,5,10,59450,2517,22063,11631.5,0.509,3069,62,0.771,0.102,8707
710496708,0,41.5,M,C,College,S,$120K +,Red,34,c,2,NA,9,72732.5,0,29893,15546.5,0.519,2063,48,0.846,0,5689
714935883,1,47.5,M,D,Uneducated,M,$40K - $60K,Red,42,b,1,5,10,50912.5,735,20430,10815,0.624,3343,60,0.667,0.035,9529
718972758,0,55,F,C,Graduate,M,Less than $40K,Red,50,c,2,1,6,20870,561,8587,4893.5,0.774,3451,59,0.967,0.061,9853
711827958,0,65.5,M,C,Uneducated,M,$60K - $80K,Red,64,v,1,1,6,25447.5,1889,9090,5145,0.475,1425,33,0.5,0.172,3775
778724058,0,74.5,M,A,Doctorate,S,$40K - $60K,Red,68,c,1,2,7,14297.5,851,5668,3434,0.679,3088,65,0.711,0.131,8764
809620833,0,32.5,F,D,Unknown,S,Unknown,Red,30,c,2,2,7,4272.5,1464,1045,1122.5,1.25,3166,72,0.946,0.583,8998
718920708,0,32.5,M,D,Graduate,M,$60K - $80K,Red,20,c,1,3,8,4660,0,2664,1932,1.071,3135,59,0.903,0,8905
771051783,0,59.5,M,D,High School,M,$120K +,Red,50,b,5,2,7,35497.5,1123,13876,7538,0.539,3441,69,0.468,0.075,9823
715970133,0,29.5,F,E,College,D,Less than $40K,Red,18,v,1,2,7,23830,948,9384,5292,0.843,2914,67,0.763,0.092,8242
806889633,0,37,M,C,Uneducated,M,$80K - $120K,Red,36,b,1,NA,9,23565,1638,8588,4894,1.053,3321,57,1.036,0.16,9463
717338733,0,26.5,M,A,High School,D,Less than $40K,Red,14,n,3,NA,9,28125,1821,10229,5714.5,0.63,2381,40,0.481,0.151,6643
779223858,0,35.5,M,C,Graduate,M,$60K - $80K,Red,24,b,2,2,7,63310,0,26124,13662,0.735,4199,92,0.586,0,12097
769980333,0,34,M,B,Uneducated,S,$80K - $120K,Red,30,n,2,2,7,22540,0,9816,5508,0.673,3489,81,0.528,0,9967
716112933,0,38.5,F,D,Graduate,M,Unknown,Red,42,v,3,3,8,4957.5,2379,404,802,0.912,3897,74,1,0.855,11191
788783133,0,67,F,A,Post-Graduate,M,Less than $40K,Red,48,b,2,3,8,37855,0,15942,8571,0.723,1742,41,0.323,0,4726
816325533,0,38.5,F,B,Graduate,M,Less than $40K,Red,38,v,3,2,7,28555,1260,10962,6081,1.138,3418,78,0.733,0.103,9754
720113433,0,71.5,M,A,Unknown,S,$60K - $80K,Red,66,v,2,NA,9,8005,1402,2600,1900,0.579,2114,53,0.514,0.35,5842
717233058,0,31,M,E,Unknown,M,$40K - $60K,Red,22,n,3,2,7,84290,1388,33128,17164,0.791,3261,64,0.684,0.04,9283
710233683,0,62.5,M,D,Graduate,M,$80K - $120K,Red,42,c,2,NA,9,23567.5,1695,8532,4866,0.875,3577,82,0.783,0.166,10231
778327908,0,55,M,C,Uneducated,S,Less than $40K,Red,50,c,3,1,6,8662.5,1622,2643,1921.5,0.708,3244,62,0.879,0.38,9232
716400633,0,29.5,M,D,High School,S,$40K - $60K,Red,18,c,2,2,7,32667.5,0,13867,7533.5,0.659,4297,68,0.744,0,12391
787488108,0,52,F,B,High School,M,Unknown,Red,42,v,1,2,7,3607.5,0,2243,1721.5,0.697,4023,63,0.75,0,11569
771649083,1,74.5,M,A,High School,M,$80K - $120K,Red,72,n,1,3,8,26097.5,1375,9864,5532,0.94,3978,89,0.78,0.122,11434
789853533,0,61,M,D,High School,M,$40K - $60K,Red,58,b,1,2,7,54395,818,21740,11470,0.987,3855,70,0.591,0.036,11065
806256333,0,41.5,M,E,Graduate,U,$60K - $80K,Red,42,b,2,NA,9,84290,891,33625,17412.5,0.926,2687,64,0.778,0.026,7561
796336833,1,56.5,M,D,Doctorate,M,$80K - $120K,Red,60,v,2,3,8,56775,1049,22461,11830.5,0.438,1661,35,0.296,0.045,4483
713763633,1,61,F,C,Graduate,M,Unknown,Red,62,n,2,2,7,2127.5,1433,218,709,0.985,4050,58,0.611,0.868,11650
710942358,1,50.5,M,E,Unknown,S,$40K - $60K,Red,42,n,2,2,7,19732.5,796,7897,4548.5,0.864,4755,69,0.533,0.092,13765
713974533,1,58,F,D,Post-Graduate,S,Less than $40K,Red,60,c,3,1,6,9372.5,1193,3356,2278,0.445,1914,33,0.5,0.262,5242
787231233,1,31,M,F,Post-Graduate,S,$80K - $120K,Purple,26,c,1,2,7,6895,0,3558,2379,0.57,4136,65,0.912,0,11908
719810583,1,76,M,A,High School,M,Less than $40K,Red,78,z,3,NA,9,15940,0,7176,4188,0.45,1375,33,0.65,0,3625
717124983,1,73,F,B,Uneducated,M,$40K - $60K,Red,56,c,3,1,6,84290,657,33859,17529.5,0.641,4614,76,0.689,0.019,13342
787523283,1,37,M,B,Graduate,S,$80K - $120K,Red,24,c,3,NA,9,43732.5,0,18293,9746.5,0.571,2958,63,0.432,0,8374
719493858,1,58,F,C,Graduate,M,Less than $40K,Red,56,n,2,1,6,43830,1376,16956,9078,0.6,4095,67,0.675,0.075,11785
709897983,1,32.5,F,C,Doctorate,M,$40K - $60K,Red,18,b,3,2,7,13957.5,1436,4947,3073.5,0.845,4462,88,0.66,0.225,12886
717225258,1,32.5,M,C,Graduate,S,$120K +,Red,24,b,2,3,8,31602.5,2517,10924,6062,0.734,1894,49,0.633,0.187,5182
803148033,1,61,M,B,College,M,$80K - $120K,Red,66,c,1,3,8,48285,0,20114,10657,0.82,4740,88,0.796,0,13720
779474958,1,32.5,F,D,Unknown,S,Less than $40K,Red,4,c,2,1,6,3047.5,1387,632,916,0.56,1689,36,0.714,0.687,4567
712060158,1,32.5,M,A,Doctorate,S,$60K - $80K,Red,6,n,1,2,7,84290,1793,32723,16961.5,0.767,4533,78,0.472,0.052,13099
713292933,1,34,F,D,Graduate,S,Unknown,Red,42,c,1,NA,9,1595.75,0,1438.3,1319.15,0.414,1427,36,0.333,0,3781
710982858,1,29.5,F,D,Graduate,S,$40K - $60K,Red,42,z,3,2,7,18042.5,0,8017,4608.5,0.559,1657,43,0.654,0,4471
714542058,1,59.5,M,B,Graduate,U,$60K - $80K,Purple,58,c,1,2,7,19297.5,0,8519,4859.5,0.873,3698,65,0.625,0,10594
712319058,1,35.5,F,B,Uneducated,M,Less than $40K,Red,28,n,2,2,7,84290,2135,32381,16790.5,0.488,3514,63,0.703,0.062,10042
744483633,1,32.5,M,D,Graduate,M,$120K +,Red,26,n,3,3,8,21685,1021,8453,4826.5,0.557,3240,54,0.588,0.108,9220
714947883,1,68.5,M,B,Graduate,M,$40K - $60K,Red,42,b,3,NA,9,14467.5,824,5763,3481.5,1.262,4160,70,0.842,0.125,11980
788776908,1,50.5,M,B,Unknown,U,$80K - $120K,Red,26,v,2,2,7,5497.5,0,2999,2099.5,0.812,3018,80,0.778,0,8554
714802458,1,52,F,D,High School,S,$40K - $60K,Red,30,c,1,NA,9,15885,1472,5682,3441,1.002,3607,59,0.735,0.206,10321
721485708,1,67,M,C,Uneducated,M,$80K - $120K,Red,62,v,2,NA,9,8097.5,1397,2642,1921,0.396,1494,36,0.286,0.346,3982
716378658,1,62.5,F,C,Unknown,M,Less than $40K,Red,42,n,2,3,8,11790,2517,2999,2099.5,0.473,1532,24,0.5,0.456,4096
713375658,1,35.5,M,C,Graduate,D,$40K - $60K,Red,4,c,1,2,7,11942.5,689,4888,3044,0.985,4256,70,1.121,0.124,12268
717828108,1,65.5,M,C,Graduate,M,$80K - $120K,Red,54,n,3,3,8,19570,1500,7128,4164,0.688,2902,60,0.818,0.174,8206
788784258,1,70,M,C,High School,M,Unknown,Red,52,b,3,1,6,73342.5,1368,28769,14984.5,0.721,3522,74,0.897,0.045,10066
718875483,1,55,M,B,College,M,$60K - $80K,Red,50,v,2,1,6,22445,2154,7624,4412,0.5,3413,66,0.692,0.22,9739
811111083,1,64,M,C,High School,M,$60K - $80K,Red,72,v,2,5,10,50280,0,20912,11056,0.725,4172,84,0.787,0,12016
715749108,1,52,M,D,Graduate,M,$60K - $80K,Rainbow,44,c,2,2,7,34747.5,1049,13650,7425,0.534,4890,64,0.561,0.071,14170
780197133,1,40,M,E,Graduate,S,$60K - $80K,Red,30,n,3,2,7,23875,0,10350,5775,0.826,3396,63,0.8,0,9688
717727308,1,55,F,B,Uneducated,M,Less than $40K,Red,42,v,1,3,8,37967.5,1345,14642,7921,0.729,3640,56,0.867,0.084,10420
718445883,1,71.5,F,B,Uneducated,M,Less than $40K,Red,42,c,2,NA,9,47277.5,0,19711,10455.5,1.037,3602,72,1,0,10306
795997908,1,34,M,C,High School,M,$80K - $120K,Red,30,v,1,1,6,19625,1929,6721,3960.5,0.777,2878,63,1.032,0.223,8134
710159658,1,49,M,F,High School,M,$120K +,Red,34,b,1,1,6,84290,1316,33200,17200,0.818,3542,60,0.714,0.038,10126
716068683,1,22,M,A,Uneducated,D,Unknown,Red,42,n,1,2,7,22370,1354,8394,4797,0.893,3323,66,0.833,0.139,9469
778844433,1,53.5,M,F,Unknown,S,$80K - $120K,Red,30,c,1,2,7,4135,2060,394,797,0.804,3777,75,0.596,0.839,10831
715161633,1,46,F,E,High School,S,$40K - $60K,Red,46,x,2,NA,11,84290,0,34516,17858,0.464,1632,44,0.333,0,4396
773270058,1,65.5,M,F,High School,M,$80K - $120K,Red,70,v,2,NA,9,8637.5,1681,2574,1887,0.65,3453,72,0.5,0.395,9859
714120258,1,35.5,M,C,Uneducated,D,$80K - $120K,Red,42,v,2,2,7,6177.5,1367,1904,1552,0.704,2464,92,1,0.418,6892
720076458,1,65.5,M,C,Uneducated,M,$80K - $120K,Red,74,c,3,2,7,6700,724,2756,1978,0.722,2807,65,0.806,0.208,7921
720693033,0,29.5,M,B,Unknown,M,$60K - $80K,Red,42,c,1,NA,9,31265,2458,10848,6024,0.516,3556,68,0.581,0.185,10168
719978583,1,49,M,C,High School,M,$60K - $80K,Red,50,n,1,2,7,32092.5,0,13637,7418.5,0.566,3625,73,0.659,0,10375
717261708,1,59.5,M,B,Unknown,M,$80K - $120K,Red,42,c,3,0,5,4820,1365,1363,1281.5,0.648,4293,83,0.976,0.5,12379
803665983,1,58,M,A,Unknown,M,$60K - $80K,Red,62,b,1,2,7,13625,644,5606,3403,1.06,2433,41,1.158,0.103,6799
815838633,1,31,M,B,Unknown,M,$60K - $80K,Red,28,b,1,3,8,7132.5,881,2772,1986,0.846,3297,66,0.692,0.241,9391
826706208,1,62.5,M,D,Graduate,S,$80K - $120K,Red,72,v,3,1,6,55297.5,1368,21551,11375.5,0.942,3752,71,0.919,0.06,10756
721218408,1,59.5,M,E,High School,M,$120K +,Red,52,c,2,2,7,84290,0,34516,17858,0.531,2686,59,0.788,0,7558
779484408,1,35.5,M,B,Unknown,M,$60K - $80K,Red,8,c,1,NA,9,8495,1782,2416,1808,1.526,2051,36,1,0.424,5653
710416533,1,67,F,D,Unknown,S,$40K - $60K,Red,74,n,2,2,7,16830,0,7532,4366,0.476,3550,68,0.619,0,10150
719706483,1,29.5,M,D,High School,M,$120K +,Red,10,v,2,3,8,9467.5,1704,2883,2041.5,0.903,2968,65,0.806,0.371,8404
712206858,1,38.5,M,D,Graduate,M,$120K +,Red,42,b,3,NA,9,28625,2165,10085,5642.5,0.641,1995,39,0.696,0.177,5485
709886583,1,35.5,F,C,High School,S,Less than $40K,Red,26,n,1,NA,9,42382.5,1899,15854,8527,0.851,3986,64,0.73,0.107,11458
711040758,1,28,M,A,Uneducated,S,$40K - $60K,Red,42,v,3,3,8,29337.5,2049,10486,5843,0.683,3283,74,0.609,0.163,9349
817197333,1,19,F,B,Uneducated,S,Unknown,Red,-4,n,1,3,8,6852.5,1444,2097,1648.5,0.664,3410,69,0.683,0.408,9730
718929708,1,70,F,A,Graduate,M,Less than $40K,Red,70,n,3,NA,9,34555,0,14622,7911,0.959,4632,67,0.457,0,13396
721150833,1,35.5,M,B,Graduate,S,$80K - $120K,Red,6,c,1,2,7,57932.5,0,23973,12586.5,0.779,3560,71,0.511,0,10180
714514983,1,44.5,F,F,Graduate,M,Less than $40K,Red,40,v,2,1,6,71000,1310,27890,14545,1.092,3042,73,1.028,0.045,8626
779888658,1,64,M,B,Uneducated,M,$80K - $120K,Red,50,c,3,2,7,23192.5,0,10077,5638.5,0.639,2118,52,0.576,0,5854
715883358,1,58,M,D,College,M,$80K - $120K,Red,48,b,2,NA,9,19667.5,1775,6892,4046,0.729,3939,69,0.533,0.205,11317
